county,state,# total covid cases,# covid cases per 100k,# covid deaths,population,# covid deaths per 100k,case_fatality_rate,hispanic,minority,female,unemployed,income,nodegree,bachelor,inactivity,obesity,density,cancer,voter_turnout,voter_gap,trump,biden
Iroquois County,Illinois,7294,26901.23183595191,119,27113,438,0.01631477904695943,6.6,9.699999999999992,51.23168288997435,5.7,46895,11.9,14.7,28.4,33.9,61.3,248.4,35.50154214427105,56.8,77.5,20.7
Daviess County,Missouri,1716,20729.644841749214,28,8277,338,0.016317015366141295,1.5,3.799999999999996,49.83132530120482,4.6,41610,15.3,15.0,27.7,32.6,31.0,238.4,36.86605981794538,60.1,79.2,19.1
Grant County,Kansas,2206,30853.146853146856,36,7149,503,0.0163191289066578,46.8,48.2,47.304302747537584,3.7,60279,29.3,18.5,22.9,35.6,2.9,219.3,44.15850603507174,57.60000000000001,77.9,20.3
Oregon County,Missouri,2022,19204.102953746795,33,10528,313,0.01632047397030297,1.6,5.700000000000002,51.19213285091382,6.3,29415,19.1,9.3,25.6,32.4,26.6,179.3,43.23677280344745,63.70000000000001,81.10000000000001,17.4
Butte County,South Dakota,2757,26435.899894524886,45,10428,431,0.01632208863539758,3.5,8.200000000000014,50.186384147537765,3.4,41446,12.9,18.2,23.4,31.3,4.1,166.2,37.49023691746941,58.1,77.7,19.6
Harper County,Kansas,1654,30426.784400294335,27,5435,496,0.016324061890927336,6.3,9.700000000000005,49.04281239122868,3.9,50525,11.0,19.1,33.6,34.2,2.7,167.4,38.35680751173709,63.7,81.0,17.299999999999997
Marshall County,South Dakota,796,16129.68591691996,13,4934,263,0.016331656239741678,7.4,16.2,47.951250262660224,3.9,50155,8.7,21.1,21.9,32.2,2.2,220.6,36.20386643233744,19.7,59.1,39.4
Mason County,Illinois,3980,29792.64915038551,65,13358,486,0.016331657881114122,1.0,3.3000000000000025,50.028768699654776,7.2,46878,13.5,13.3,25.8,31.7,32.7,258.4,38.43069352045931,39.4,68.8,29.4
Dawson County,Georgia,6184,23686.22644400184,101,26107,386,0.016332470628517615,4.2,7.199999999999996,50.72445185280164,5.0,57491,14.9,26.3,21.9,27.7,105.9,189.7,11.399449035812673,67.8,83.3,15.5
Polk County,North Carolina,3918,18905.616676317313,64,20723,308,0.016334864309983044,5.8,12.000000000000009,52.12880493295488,5.1,45464,11.6,30.0,26.2,27.3,257.9,150.8,26.03078780561425,25.8,62.4,36.6
Henry County,Ohio,6485,24013.182255795007,106,27005,392,0.016345412238312842,7.5,9.8,50.63175909405382,5.6,53645,9.7,14.8,24.9,29.2,39.4,298.3,30.22740412410869,43.29999999999999,70.89999999999999,27.6
Bradley County,Arkansas,2997,27845.396264981882,49,10762,455,0.016349682470814732,14.8,44.1,52.13752956157904,6.2,32734,20.6,11.2,35.8,39.0,17.7,277.6,53.57370365651676,30.8,64.0,33.2
Washington County,North Carolina,3056,26390.328151986185,50,11579,431,0.0163612560091212,5.0,55.1,52.59103073554456,8.8,32867,22.2,9.5,30.9,32.8,48.9,259.8,34.97531771872702,-9.800000000000004,44.9,54.7
Poweshiek County,Iowa,3728,20146.995244271508,61,18503,329,0.01636266050529344,3.1,8.000000000000009,52.132624267419146,3.6,52791,8.0,25.4,23.1,32.1,98.0,227.4,29.616240266963292,13.400000000000006,55.900000000000006,42.5
Chatham County,Georgia,54144,18707.113982655566,886,289429,306,0.016363770655356512,6.3,50.9,51.74146953128831,5.7,50154,11.3,32.3,21.5,31.3,621.7,176.8,37.13458823529412,-18.79999999999999,39.900000000000006,58.7
Broadwater County,Montana,1283,20570.787237453904,21,6236,336,0.01636788648730425,2.6,5.599999999999995,49.67854039965248,5.0,49758,8.6,21.3,25.5,30.4,1.5,181.2,11.518324607329845,56.900000000000006,77.4,20.5
Meade County,Kansas,1221,30275.229357798165,20,4032,496,0.016380015038491808,16.6,19.8,49.63911525029104,3.0,53903,12.5,22.0,24.6,27.0,11.2,244.2,37.47404844290658,69.1,83.5,14.4
St. Clair County,Alabama,25395,28370.49781034945,416,89511,464,0.016381177332619897,2.3,13.799999999999995,49.99942487088352,5.2,50571,17.6,15.5,26.8,33.0,132.3,199.8,32.879262589111384,63.99999999999999,81.39999999999999,17.4
Floyd County,Kentucky,12571,35322.71207395544,206,35588,578,0.016386922151086454,0.7,2.699999999999989,51.09354554436938,9.4,30127,26.1,12.8,37.6,37.6,41.2,226.5,43.96209633278599,51.0,74.5,23.5
Greenbrier County,West Virginia,9763,28166.291616179104,160,34661,461,0.016388405035456265,1.7,7.29999999999999,51.161219491597,6.5,36996,15.8,18.2,32.3,34.2,34.8,285.1,43.98105605428712,39.49999999999999,68.89999999999999,29.4
Wicomico County,Maryland,20012,19314.92437915625,328,103608,316,0.016390165818558036,5.0,36.1,52.33791440390535,6.8,51927,13.0,27.7,26.0,35.9,322.1,214.1,42.77777037560124,4.0,50.9,46.9
Taliaferro County,Georgia,183,11906.310995445674,3,1536,195,0.016393433664790347,4.2,66.30000000000001,49.13232104121475,8.1,28716,33.7,8.3,28.5,31.4,8.8,355.7,39.42558746736293,-21.7,38.8,60.5
Clay County,Georgia,366,12914.608327452364,6,2833,211,0.01639343814386936,4.7,69.7,50.56216931216932,11.3,27512,20.0,6.9,29.8,29.8,16.3,231.9,37.9757785467128,-10.700000000000005,44.4,55.1
Hancock County,Iowa,2867,26970.837253057383,47,10629,442,0.016393442051153048,3.9,6.20000000000001,49.69464953058062,2.7,57682,7.7,17.9,26.4,35.4,27.2,230.2,26.6198189614102,44.0,71.3,27.3
Crockett County,Tennessee,5183,36423.0498945889,85,14229,597,0.01639976815744225,10.1,25.3,52.48728871787824,6.6,37853,23.2,12.0,32.1,33.0,123.1,247.8,42.28263947890116,53.8,76.4,22.6
Lauderdale County,Alabama,24193,26090.004205804013,397,92728,428,0.016409705218824844,2.5,15.099999999999994,52.19462144940058,6.9,41324,16.0,22.1,28.3,32.9,138.8,251.4,39.428155912577,44.6,71.5,26.9
Marshall County,Kansas,2559,26362.41887297826,42,9706,432,0.01641266055440951,2.4,5.000000000000007,49.92392737600163,2.9,47901,7.7,15.7,24.0,32.6,13.4,245.2,33.142552908292295,48.19999999999999,72.89999999999999,24.7
Pike County,Ohio,7493,26980.41192568054,123,27771,442,0.016415320747159737,1.0,4.599999999999982,50.153759146018174,7.4,40512,22.9,11.4,27.6,35.8,111.1,212.0,44.227657311942295,48.2,73.5,25.3
Butler County,Missouri,10111,23802.909741513253,166,42477,390,0.01641776267018334,2.0,11.000000000000002,51.58315042264046,6.2,35774,20.2,14.0,29.6,35.1,218.6,223.1,44.03881700554529,62.2,80.4,18.2
Kingsbury County,South Dakota,1340,27130.99817776878,22,4938,445,0.01641790922254409,2.1,4.9,49.46,3.0,51837,7.5,23.2,25.8,33.8,1.0,,28.707029245767057,39.0,68.5,29.5
Nez Perce County,Idaho,8953,22156.503662641062,147,40407,363,0.016419077220830147,3.7,12.799999999999985,50.489828560004,3.7,46214,9.5,22.1,23.5,30.9,26.5,188.4,32.71181001283697,33.599999999999994,65.5,31.9
Darlington County,South Carolina,18939,28429.253354949113,311,66617,466,0.01642114147303901,1.9,45.0,52.76889836026757,7.4,35640,19.5,16.1,32.5,37.7,36.8,270.2,36.96379263407615,4.899999999999999,51.9,47.0
Paulding County,Georgia,26365,15631.39203282207,433,168666,256,0.01642328838830537,5.8,27.0,51.07579446059357,5.1,63964,11.0,23.3,23.9,28.6,455.8,121.8,20.39511099094732,29.1,63.9,34.8
Calhoun County,Michigan,35011,26096.6465164469,575,134158,428,0.016423409738586702,5.0,21.700000000000003,51.1252391551959,4.9,45916,10.8,19.6,27.1,33.9,89.4,216.2,34.81593414786905,11.500000000000009,54.8,43.3
Lafayette County,Missouri,7793,23825.975296563534,128,32707,391,0.016424996581226786,2.7,7.8,50.632368703108256,4.8,48128,12.8,17.8,32.7,29.1,46.5,226.1,31.116935483870968,45.6,71.8,26.200000000000003
Montgomery County,New York,12471,25336.746510635705,205,49220,416,0.01643813634481488,13.2,17.400000000000013,50.80404040404041,6.7,40923,17.1,16.3,22.5,26.0,1132.6,203.3,53.17027781470159,32.7,65.3,32.6
Wayne County,Pennsylvania,10460,20365.647086310626,172,51360,334,0.016443594489066977,4.2,9.000000000000002,46.94904754529968,5.7,48663,11.8,19.6,24.8,33.1,242.5,270.9,33.6099879406966,33.7,66.4,32.7
Imperial County,California,55757,30768.424247440886,917,181214,506,0.016446365449277463,83.4,88.7,48.8972365620676,24.0,38737,34.8,13.4,20.9,26.3,41.8,118.9,61.48713154858984,-28.800000000000004,34.599999999999994,63.4
Butler County,Pennsylvania,45173,24046.994192267357,743,187852,395,0.016447878120895494,1.4,5.000000000000006,50.615644356503786,4.6,60851,6.8,31.7,21.7,28.5,1034.7,207.9,23.9067075386947,32.9,65.8,32.9
Tillamook County,Oregon,3645,13482.023968042611,60,27035,221,0.016460904898191908,10.3,15.300000000000002,49.46207430340557,5.8,41662,10.5,19.5,18.3,28.8,2.1,364.2,16.496080683009637,2.1000000000000085,49.7,47.6
Wyoming County,West Virginia,7044,34539.570461900556,116,20393,568,0.016467915723056278,0.3,2.6000000000000045,50.77270673294171,9.7,34419,26.1,9.0,33.9,38.8,47.6,292.1,51.291618828932265,72.0,85.5,13.5
Marion County,Iowa,7590,22825.008269930535,125,33252,375,0.016469037991185268,1.9,5.199999999999998,50.67165756029824,3.2,57046,7.2,24.0,23.6,33.1,39.2,247.2,23.10431755431956,33.800000000000004,65.9,32.1
Jefferson County,Indiana,9349,28937.105360901325,154,32307,476,0.016472349807761796,2.6,6.999999999999995,52.25900349921035,4.8,45964,15.0,17.2,30.0,35.0,55.4,261.2,42.08911786683447,33.50000000000001,65.60000000000001,32.1
Smith County,Mississippi,4127,25929.881879869314,68,15915,427,0.016476859305140312,1.6,25.700000000000003,51.35906665011791,5.5,38975,19.1,13.6,34.5,36.8,46.7,219.4,40.02634395323948,57.400000000000006,78.2,20.8
Surry County,North Carolina,21231,29576.640708802923,350,71782,487,0.016485327980380913,10.2,15.6,51.37108483717071,5.5,37915,24.0,15.2,31.3,30.9,105.6,230.5,32.9812184897228,51.5,75.3,23.8
Jewell County,Kansas,788,27370.614796804446,13,2878,451,0.016497459835347738,2.4,4.500000000000001,49.78062774215322,4.5,44101,7.2,14.1,26.5,29.6,35.9,224.4,32.18051455082244,72.0,85.1,13.1
Hamilton County,Illinois,2181,26872.843765401678,36,8115,443,0.01650618906436547,0.3,1.099999999999991,51.02312628647536,5.3,49790,13.2,14.5,24.7,28.2,119.8,186.3,32.573035463208875,60.400000000000006,79.4,19.0
Haywood County,Tennessee,6179,35708.50670365233,102,17303,589,0.01650752522240613,4.3,55.60000000000001,53.16540347748551,8.6,35470,22.2,12.4,35.8,38.4,116.7,273.7,45.52929085303186,-8.900000000000006,45.0,53.900000000000006
Eddy County,New Mexico,17069,29197.74204584331,282,58459,482,0.016521178648302895,47.5,51.5,49.303611360555,4.9,57007,18.0,16.8,22.4,31.2,55.0,150.4,41.54899443731279,51.8,75.2,23.4
Quitman County,Georgia,242,10526.315789473685,4,2298,174,0.01652891878970298,0.6,58.10000000000001,52.149532710280376,6.7,29477,24.9,7.2,28.8,34.0,16.6,380.0,35.20796719390744,9.700000000000005,54.6,44.9
Washington County,Maryland,35428,23454.64054710723,586,151048,387,0.016540589317656687,4.5,19.600000000000005,49.20760167440118,5.8,54606,13.9,19.9,26.2,33.8,140.7,297.0,42.50864014670617,21.9,60.0,38.1
Delaware County,Pennsylvania,113339,19998.164966025404,1875,566746,330,0.016543290467938405,3.6,32.0,51.93775471081891,4.7,62867,8.1,35.5,21.9,24.0,510.6,199.0,21.700031034756524,-26.40000000000001,36.2,62.6
Sweet Grass County,Montana,785,21006.154669521005,13,3736,347,0.016560507444521345,1.6,6.099999999999999,51.64563905650027,2.8,45000,6.4,27.8,20.5,24.3,5.1,196.7,12.67404498393431,52.8,75.2,22.4
Ziebach County,South Dakota,664,24092.88824383164,11,2755,399,0.016566262565321902,0.4,76.6,49.91187874515333,5.0,32025,12.5,13.1,24.6,42.0,43.1,193.5,51.420911528150135,-8.5,44.6,53.1
Hardin County,Tennessee,8751,34114.29907999376,145,25651,565,0.016569534720951497,2.3,8.000000000000004,50.92007902994615,7.4,36285,21.0,12.4,33.0,31.9,40.8,246.4,42.87270926201089,67.49999999999999,82.89999999999999,15.4
Russell County,Virginia,6877,25866.997667945536,114,26585,428,0.01657699554199512,1.3,3.200000000000003,51.080252479711454,6.5,37378,23.8,11.9,26.8,28.9,61.0,267.7,39.69958049528621,63.6,81.39999999999999,17.8
Henry County,Alabama,4584,26643.417611159544,76,17204,441,0.01657940627008276,2.5,31.3,52.0280537697253,6.8,39930,20.5,16.8,28.5,35.8,30.8,272.2,30.731853180832776,43.3,71.2,27.9
Chester County,Tennessee,5848,33809.33109787824,97,17296,560,0.016586867021428402,2.4,14.0,52.04421828390946,6.1,40980,18.8,15.6,29.8,32.0,129.3,219.4,41.364902506963794,59.9,78.5,18.6
Taos County,New Mexico,5425,16578.55331112673,90,32722,275,0.016589861445348176,56.8,64.60000000000001,51.06830442866287,9.3,36125,13.4,28.9,16.7,17.4,2.7,203.0,33.56602449106934,-55.0,21.5,76.5
Tehama County,California,12111,18608.260094646917,201,65083,308,0.016596482399500602,24.2,30.79999999999999,50.27115910636078,8.0,40782,17.9,14.1,24.7,27.2,21.5,221.0,44.99318051828061,33.00000000000001,65.4,32.4
Genesee County,Michigan,103601,25529.24622917452,1720,405812,423,0.01660215633381709,3.3,27.500000000000004,51.78287630725198,5.8,41787,11.0,19.2,26.8,33.0,69.9,229.6,28.56694336140861,-9.400000000000006,44.5,53.900000000000006
Copiah County,Mississippi,7287,25964.724746125066,121,28064,431,0.01660491263064481,3.0,55.6,52.12884374565188,7.3,35314,20.6,13.9,35.8,37.4,47.3,275.8,50.18220397619816,1.7000000000000028,50.1,48.4
